trade_date,universe_count,up_count,down_count,pct_up_4_5,pct_down_4_5,ratio_4_5,pct_above_sma10,pct_above_ema10,ma10_count,pct_above_sma20,pct_above_ema20,ma20_count,pct_above_sma50,pct_above_ema50,ma50_count,pct_above_sma200,pct_above_ema200,ma200_count,hl_count,pct_52w_high,pct_52w_low
2025-10-21,2293,61,1,2.6603,0.0436,6101.61,64.2889,63.1,2271,53.2918,52.0907,2248,49.7715,47.4863,2188,47.8704,43.2513,1667,2056,4.1829,0.535
2025-10-23,2297,86,48,3.744,2.0897,179.16,59.0949,55.6239,2276,53.4636,50.3108,2252,50.364,47.3157,2198,47.9665,43.6005,1672,2068,2.853,0.8221
2025-10-24,2301,52,23,2.2599,0.9996,226.08,52.2178,48.397,2277,50.7549,46.1812,2252,48.2476,45.5166,2197,47.9067,42.4641,1672,2068,1.499,1.6925
2025-10-27,2304,76,36,3.2986,1.5625,211.11,56.0228,50.4599,2283,51.6158,47.7202,2259,48.6597,46.7515,2201,48.8955,43.7015,1675,2072,4.5849,1.9305
2025-10-28,2301,60,34,2.6076,1.4776,176.48,52.1263,47.6545,2281,50.7972,46.4128,2258,48.0236,46.07,2201,48.1306,43.4421,1685,2073,3.5215,2.1225
2025-10-29,2291,91,26,3.9721,1.1349,350.0,60.7567,58.293,2273,56.7688,54.5051,2253,51.6629,50.7062,2195,49.8826,45.1878,1704,2070,4.8792,1.4493
2025-10-30,2287,57,20,2.4923,0.8745,285.0,54.2418,53.978,2275,54.0853,52.087,2252,51.323,50.7755,2192,49.4718,44.777,1704,2069,2.465,1.4016
2025-10-31,2285,42,28,1.8381,1.2254,150.0,43.717,42.7504,2276,48.7111,45.4222,2250,48.518,46.7852,2193,48.0352,42.9326,1705,2068,2.3211,2.0309
2025-11-03,2288,93,35,4.0647,1.5297,265.72,47.8966,48.6854,2282,53.3451,50.5095,2257,50.9786,49.7952,2197,48.8359,44.2957,1718,2075,3.759,2.3133
2025-11-04,2288,39,27,1.7045,1.1801,144.44,35.4231,36.0368,2281,43.4898,40.2569,2258,46.7668,44.8543,2196,47.487,42.1722,1731,2075,2.5542,3.0843
2025-11-06,2288,40,151,1.7483,6.5997,26.49,23.4443,21.823,2282,30.0266,27.1922,2258,38.7067,37.0219,2196,43.887,38.3506,1734,2075,1.4458,6.4096
2025-11-07,2288,68,40,2.972,1.7483,169.99,26.0832,26.477,2285,31.8142,30.354,2260,38.5909,37.3182,2200,44.6429,38.7673,1736,2076,2.7457,5.973
2025-11-10,2299,77,91,3.3493,3.9582,84.62,28.5028,31.2527,2291,32.3776,34.1861,2267,38.1621,37.4378,2209,43.8254,38.4836,1741,2080,2.3077,5.9615
2025-11-11,2298,66,58,2.8721,2.5239,113.8,31.0179,34.2071,2289,34.4508,34.2303,2267,38.66,37.4378,2209,43.6716,38.4265,1754,2081,2.2585,5.9587
2025-11-12,2294,105,29,4.5772,1.2642,362.06,41.5937,44.8336,2284,40.8127,41.0777,2264,40.907,40.8163,2205,44.4129,39.5916,1763,2076,3.42,2.7938
2025-11-13,2294,72,53,3.1386,2.3104,135.85,40.2979,41.2615,2283,39.3551,39.5318,2264,39.5644,39.2922,2204,44.4382,39.4382,1780,2078,2.3099,4.7161
2025-11-14,2298,77,47,3.3507,2.0453,163.82,41.0503,41.0941,2285,39.5861,40.1145,2271,38.8662,39.6825,2205,44.581,38.8268,1790,2095,3.3413,4.5346
2025-11-17,2307,101,48,4.378,2.0806,210.42,46.0297,44.808,2292,42.3313,43.4706,2282,40.9481,41.3544,2215,45.6921,39.4664,1799,2104,4.6578,5.038
2025-11-18,2308,45,41,1.9497,1.7764,109.76,38.1929,35.7486,2291,35.4641,36.0771,2284,38.4928,38.2671,2216,43.5841,37.8872,1808,2108,2.2296,6.167
2025-11-19,2308,55,43,2.383,1.8631,127.91,38.821,36.2445,2290,36.1087,36.766,2282,37.861,37.861,2216,43.4399,37.1003,1814,2113,3.6441,6.7676
2025-11-20,2312,49,29,2.1194,1.2543,168.97,36.5737,33.6966,2294,35.5799,35.93,2285,37.6746,37.6746,2219,42.5509,37.0533,1819,2115,3.7825,7.0449
2025-11-21,2312,39,41,1.6869,1.7734,95.12,25.0871,24.3467,2296,29.2395,28.8024,2288,32.7477,32.2523,2220,40.1428,35.475,1821,2114,1.2299,9.4607
2025-11-24,2315,41,140,1.7711,6.0475,29.29,18.2332,18.973,2298,24.2901,24.3338,2289,29.5362,29.6713,2221,38.3855,33.2784,1821,2116,1.087,12.3819
2025-11-25,2314,72,24,3.1115,1.0372,299.99,20.7572,22.8895,2298,25.6119,25.9615,2288,29.838,29.973,2222,38.715,33.7727,1821,2120,1.5094,7.8302
2025-11-26,2318,95,13,4.0984,0.5608,730.81,38.4181,40.8518,2301,34.0035,35.4458,2288,34.6067,35.191,2225,41.0636,36.8421,1824,2127,4.1373,2.4918
2025-11-27,2322,56,20,2.4117,0.8613,280.01,38.8624,38.8189,2303,34.3094,34.5717,2288,33.8129,34.8921,2224,41.3793,36.0153,1827,2132,4.0338,3.5178
2025-11-28,2320,63,26,2.7155,1.1207,242.3,41.225,39.9218,2302,34.5582,35.0831,2286,34.7278,35.2227,2223,40.7549,35.9956,1828,2130,3.662,4.6009
2025-12-01,2327,69,45,2.9652,1.9338,153.34,41.3345,38.1282,2308,33.7118,34.4105,2290,34.2588,34.3484,2233,40.1201,36.19,1832,2132,2.8612,6.1914
2025-12-02,2354,34,40,1.4444,1.6992,85.0,34.4459,30.2953,2337,31.277,30.4573,2318,32.6693,32.9349,2259,40.1849,35.1278,1839,2149,1.6287,7.7711
2025-12-03,2354,19,45,0.8071,1.9116,42.22,27.3738,23.8666,2338,25.7981,24.5902,2318,29.8805,29.4821,2259,38.8708,34.5277,1842,2149,1.2564,9.8651
2025-12-04,2353,36,30,1.53,1.275,120.0,28.9812,24.8288,2336,25.6366,25.0324,2317,29.938,29.318,2258,38.4699,33.6408,1843,2149,1.4891,8.7948
2025-12-05,2351,45,41,1.9141,1.7439,109.76,30.3082,27.7397,2336,27.2649,25.8412,2318,29.7297,28.7107,2257,37.8042,33.5316,1849,2149,2.094,10.2373
2025-12-08,2357,25,256,1.0607,10.8613,9.77,14.0111,13.0713,2341,15.6129,15.3118,2325,22.649,21.0155,2265,34.6092,29.434,1855,2154,1.2071,17.5023
2025-12-09,2362,140,15,5.9272,0.6351,933.27,20.2132,20.9382,2345,19.0804,19.4242,2327,24.5483,23.3583,2269,35.7719,30.6079,1859,2158,1.2048,5.8851
2025-12-10,2364,60,31,2.5381,1.3113,193.56,20.9114,20.9966,2348,17.7911,17.9201,2327,22.7753,21.674,2270,35.2309,30.0752,1862,2160,1.1111,5.8333
2025-12-11,2363,85,15,3.5971,0.6348,566.65,28.3035,28.7298,2346,22.8719,23.1298,2326,25.8917,25.6715,2271,35.676,30.9549,1864,2160,1.6667,3.6574
2025-12-12,2361,98,14,4.1508,0.593,699.97,45.9044,43.8993,2344,30.895,31.7556,2324,28.974,29.6786,2271,37.3927,32.5644,1864,2161,3.1004,2.7765
2025-12-15,2370,85,23,3.5865,0.9705,369.55,52.3424,47.9557,2348,34.3066,33.7913,2329,29.1301,30.3603,2276,38.0365,32.9399,1864,2161,3.0079,3.0541
2025-12-16,2368,41,33,1.7314,1.3936,124.24,40.5026,34.6252,2348,28.8536,27.6943,2329,27.141,27.8876,2277,36.9577,31.6551,1867,2161,1.2957,5.0902
2025-12-17,2370,38,62,1.6034,2.616,61.29,32.0426,25.8723,2350,24.3243,22.4367,2331,24.6161,25.8008,2279,35.8137,30.6745,1868,2161,1.851,8.3295
2025-12-18,2370,50,36,2.1097,1.519,138.89,29.5145,24.6167,2348,23.8627,22.0172,2330,23.0026,24.3196,2278,35.546,29.3897,1868,2160,1.8056,9.1204
2025-12-19,2374,103,19,4.3387,0.8003,542.13,53.322,44.293,2348,33.891,32.8185,2331,27.8387,29.11,2281,37.5534,32.2115,1872,2162,1.5264,2.9602
2025-12-22,2379,128,19,5.3804,0.7987,673.64,67.0488,63.3546,2355,48.5445,46.1473,2336,32.0507,33.9746,2287,38.3387,33.3333,1878,2166,3.9705,1.4774
2025-12-23,2380,73,23,3.0672,0.9664,317.38,68.7023,66.1154,2358,53.4018,51.4763,2337,33.8287,36.4073,2288,39.2667,34.4846,1882,2165,3.6952,1.5242
2025-12-24,2376,64,16,2.6936,0.6734,400.0,61.9027,58.8737,2344,51.8057,49.3981,2326,33.3333,35.8399,2274,38.6959,33.6718,1871,2156,3.1076,2.18
2025-12-26,2374,66,27,2.7801,1.1373,244.45,52.6877,47.9096,2344,47.7625,41.6523,2324,32.0863,34.1109,2272,38.6424,32.4425,1871,2158,3.2437,3.4754
2025-12-29,2379,46,60,1.9336,2.5221,76.67,38.8275,34.6644,2354,39.1845,33.3047,2330,28.8032,31.7405,2281,37.2863,31.3568,1872,2162,1.6651,5.6429
2025-12-30,2379,57,43,2.396,1.8075,132.56,37.8827,34.1412,2352,39.3991,34.1631,2330,29.0407,30.6614,2283,36.4411,31.1668,1877,2165,2.1709,5.8199
2025-12-31,2382,90,21,3.7783,0.8816,428.57,56.4701,55.4518,2357,55.6555,47.0865,2334,34.7617,35.4176,2287,38.6823,32.6249,1882,2171,3.1783,2.0267
2026-01-01,2384,69,20,2.8943,0.8389,345.01,54.1296,53.4096,2361,55.1798,47.988,2336,35.5332,36.2762,2288,39.0981,32.679,1885,2177,3.537,2.113
2026-01-02,2381,114,14,4.7879,0.588,814.27,67.0618,70.1524,2362,67.1667,59.9657,2333,40.1575,42.126,2286,40.8271,35.2068,1886,2174,7.7277,0.92
2026-01-05,2390,65,39,2.7197,1.6318,166.67,55.2976,55.8886,2369,59.6409,51.9025,2339,40.3226,41.1072,2294,41.0365,35.431,1891,2183,5.6344,2.8401
2026-01-06,2388,47,28,1.9682,1.1725,167.86,47.173,46.4135,2370,52.6923,46.5385,2340,38.7435,38.6562,2292,39.5987,35.0581,1894,2180,5.2752,4.3119
2026-01-07,2389,83,21,3.4743,0.879,395.26,50.5665,49.6013,2383,53.2196,47.9318,2345,40.2966,40.471,2293,40.4536,35.6013,1896,2181,4.3558,3.2554
2026-01-08,2385,14,152,0.587,6.3732,9.21,26.5435,24.9055,2381,35.0256,29.8635,2344,31.3264,30.8028,2292,36.1814,32.2785,1896,2183,0.9162,8.612
2026-01-09,2385,18,115,0.7547,4.8218,15.65,15.7563,14.6639,2380,22.89,18.7127,2346,24.0401,23.0366,2292,33.9662,29.0612,1896,2185,0.8696,14.3249
2026-01-12,2393,66,84,2.758,3.5102,78.57,14.8117,15.523,2390,21.2288,18.3898,2360,23.1405,21.7921,2299,32.156,27.8861,1897,2192,2.4635,15.8759
2026-01-13,2392,70,24,2.9264,1.0033,291.68,17.0783,19.4224,2389,22.128,20.8139,2359,24.1079,22.4108,2298,32.5973,28.4437,1902,2198,2.0928,10.7825
2026-01-14,2391,86,29,3.5968,1.2129,296.55,19.6062,22.7063,2387,24.0356,22.9334,2359,25.5115,23.9878,2297,32.9653,28.4963,1902,2196,3.3242,10.0638
2026-01-15,360,0,0,0.0,0.0,,21.3889,26.1111,360,27.5766,28.6908,359,30.4843,27.9202,351,32.6409,30.5638,337,347,0.5764,2.8818
2026-01-16,2393,74,43,3.0924,1.7969,172.1,22.4362,25.0314,2389,23.6464,23.3503,2364,24.3807,23.2508,2301,31.8993,27.6495,1906,2199,2.5921,11.9145
2026-01-19,2401,46,101,1.9159,4.2066,45.55,18.2463,19.7077,2395,19.0817,19.4187,2374,21.5771,19.974,2308,30.4348,25.7727,1909,2203,2.542,19.2919
2026-01-20,2400,29,432,1.2083,18.0,6.71,9.8621,9.4442,2393,10.8393,10.8393,2371,14.1743,13.2206,2307,25.9937,21.5481,1912,2205,2.1315,27.3469
2026-01-21,2401,64,171,2.6656,7.122,37.43,9.5696,9.2353,2393,9.6462,10.0674,2374,12.9549,12.305,2308,25.117,19.5528,1923,2210,2.0814,25.0679
2026-01-22,2397,202,65,8.4272,2.7117,310.77,20.2177,19.5061,2389,15.0714,15.911,2382,16.1024,15.6684,2304,27.183,22.4012,1924,2209,1.177,6.2019
2026-01-23,2396,61,230,2.5459,9.5993,26.52,14.3216,13.4003,2388,11.5449,12.3006,2382,13.2264,12.4024,2306,24.351,19.3146,1926,2209,0.9959,18.2888
2026-01-27,2407,108,89,4.4869,3.6975,121.35,16.8544,16.8961,2397,12.2543,13.509,2391,14.0882,13.656,2314,24.8705,20.2073,1930,2213,2.0786,18.6173
2026-01-28,2407,382,22,15.8704,0.914,1736.37,36.1853,35.3088,2396,19.7742,23.704,2392,18.7311,18.1269,2317,27.0607,23.3281,1929,2213,3.7506,3.7958
2026-01-29,2407,149,77,6.1903,3.199,193.51,37.2132,34.0426,2397,19.9833,23.5786,2392,19.1544,18.2485,2318,27.588,23.3437,1932,2214,3.8392,8.3559
2026-01-30,2406,188,105,7.8138,4.3641,179.05,50.0209,43.179,2397,25.345,29.3601,2391,21.9586,21.3115,2318,28.2462,24.6249,1933,2214,1.3098,4.2909
2026-02-02,2411,80,92,3.3181,3.8158,86.96,36.7304,27.4126,2404,18.5309,19.783,2396,17.6698,15.9931,2326,26.6391,21.3216,1937,2220,0.9459,9.2793
2026-02-03,2412,563,16,23.3416,0.6633,3519.01,72.7764,65.0457,2406,45.1398,48.3938,2397,29.5787,31.3414,2326,31.7337,28.6894,1938,2222,1.7552,2.0252
2026-02-04,2411,271,60,11.2401,2.4886,451.66,79.1355,74.522,2406,56.9879,58.4898,2397,35.3674,36.2699,2327,33.1961,29.5934,1943,2224,2.6978,1.1691
2026-02-05,2410,75,102,3.112,4.2324,73.53,70.6445,62.3701,2405,52.7546,50.5843,2396,32.832,32.5312,2327,32.0493,28.4027,1947,2224,1.7536,2.1583
2026-02-06,2410,71,89,2.9461,3.6929,79.78,67.6642,58.4372,2406,53.7145,49.3322,2396,32.9897,32.8179,2328,31.6573,28.0657,1949,2225,1.7079,3.4157
2026-02-09,2414,425,22,17.6056,0.9114,1931.71,79.402,77.1595,2408,71.1009,66.9725,2398,45.3728,45.4156,2334,34.7336,32.0697,1952,2227,3.9066,1.1675
2026-02-10,2411,161,40,6.6777,1.6591,402.49,80.6318,79.468,2406,75.0731,71.5658,2395,50.729,49.5712,2332,35.9959,33.3333,1953,2226,3.3693,0.9434
2026-02-11,2413,105,75,4.3514,3.1082,140.0,75.1973,72.6215,2407,73.2888,67.3205,2396,50.0,48.887,2336,35.9591,33.1458,1955,2227,3.8617,1.6614
2026-02-12,2412,71,117,2.9436,4.8507,60.68,63.1338,59.8919,2406,68.197,59.182,2396,46.0616,44.0068,2336,34.2011,31.7509,1959,2230,2.9596,3.4529
2026-02-13,2411,44,182,1.825,7.5487,24.18,40.0665,37.3649,2406,54.424,42.571,2396,37.27,33.8896,2337,31.9572,29.7655,1962,2231,1.4343,5.2443
2026-02-16,2416,61,126,2.5248,5.2152,48.41,32.6276,35.824,2409,51.6451,40.8163,2401,35.1709,33.6325,2340,31.4852,29.9084,1966,2234,2.8648,6.2668
2026-02-17,2414,118,23,4.8882,0.9528,513.04,38.388,45.3261,2407,57.2262,46.0641,2401,38.6917,36.7678,2339,32.8077,30.6205,1966,2235,3.4004,2.5503
2026-02-18,2414,79,27,3.2726,1.1185,292.59,43.724,49.4597,2406,59.1004,49.1462,2401,41.9658,39.7863,2340,33.6377,31.3546,1971,2237,3.9785,2.9057
2026-02-19,2417,44,63,1.8204,2.6065,69.84,25.5814,28.9452,2408,44.5046,35.2206,2402,34.3284,32.1962,2345,30.8704,28.4919,1976,2241,1.4726,5.7564
2026-02-20,2417,56,38,2.3169,1.5722,147.37,27.1482,33.4994,2409,44.5878,36.8859,2402,34.5974,32.7226,2347,30.9717,29.1498,1976,2243,2.2737,6.2862
2026-02-23,2419,74,59,3.0591,2.439,125.42,29.917,36.3071,2410,43.368,38.3368,2405,35.4743,33.4326,2351,31.064,29.9546,1983,2249,3.068,7.2921
2026-02-24,2419,31,112,1.2815,4.63,27.68,25.2387,27.6048,2409,33.3611,31.0316,2404,31.1942,28.8568,2353,29.1561,27.8929,1979,2253,2.9294,12.2947
2026-02-25,2422,65,56,2.6837,2.3121,116.07,31.3693,32.9046,2410,36.0915,34.4283,2405,33.4322,31.8644,2360,30.3734,28.5066,1982,2257,3.1015,9.6145
2026-02-26,2420,80,30,3.3058,1.2397,266.66,37.2508,37.4169,2408,36.5793,36.2464,2403,34.2094,32.1323,2359,30.5093,29.1478,1983,2257,3.6331,7.0891
2026-02-27,2419,53,78,2.191,3.2245,67.95,29.3483,29.2237,2409,29.7252,30.1832,2402,30.2671,28.8258,2359,28.4205,27.3642,1988,2258,1.6829,9.8317
2026-03-02,2425,63,340,2.5979,14.0206,18.53,16.335,15.2156,2412,18.4123,19.1604,2406,23.2558,21.0994,2365,23.9076,22.451,1991,2263,1.3699,20.6805
2026-03-04,2428,55,303,2.2652,12.4794,18.15,10.5263,10.3191,2413,12.7651,12.7651,2405,18.5732,16.8003,2369,19.9699,18.9162,1993,2263,0.707,25.2762
2026-03-05,2429,133,24,5.4755,0.9881,554.14,17.0257,17.5228,2414,16.9301,18.0948,2404,20.7348,19.848,2368,22.2334,20.6309,1997,2266,1.5446,10.15
2026-03-06,2423,68,50,2.8064,2.0636,136.0,16.196,16.4037,2408,15.9783,16.9796,2397,19.763,18.7474,2363,20.5912,19.4389,1996,2260,1.6814,12.4779
2026-03-09,2434,23,336,0.9449,13.8044,6.84,10.0455,9.9628,2419,11.8721,12.1627,2409,15.2201,13.6688,2385,17.8963,16.5503,2006,2273,0.8359,27.4527
2026-03-10,2433,300,22,12.3305,0.9042,1363.69,23.026,23.6875,2419,16.8605,19.0615,2408,19.9497,18.5666,2386,19.9005,19.1045,2010,2274,1.3632,6.1126
2026-03-11,2435,93,59,3.8193,2.423,157.63,25.5266,24.8245,2421,17.4346,19.2196,2409,19.2372,18.2313,2386,19.642,18.5977,2011,2274,1.4512,7.9595
2026-03-12,2436,73,57,2.9967,2.3399,128.07,26.2092,24.9277,2419,18.6955,19.3187,2407,19.7402,18.1475,2386,19.1067,18.0149,2015,2281,1.5344,11.1355
2026-03-13,2436,24,422,0.9852,17.3235,5.69,13.766,10.3762,2419,10.7232,9.7672,2406,14.0042,12.4528,2385,16.2537,14.9653,2018,2282,0.745,25.1534
2026-03-16,2440,48,156,1.9672,6.3934,30.77,11.7938,8.866,2425,8.6235,8.7065,2412,12.8978,10.9296,2388,16.0732,14.9357,2022,2287,0.6559,26.0166
2026-03-17,2439,122,30,5.0021,1.23,406.67,18.1706,14.6271,2427,10.8299,11.3278,2410,14.6209,13.1965,2387,16.8562,15.917,2023,2285,0.7002,15.8425
2026-03-18,2439,358,11,14.6781,0.451,3254.57,41.5397,36.9699,2429,19.5688,22.2222,2412,18.4596,16.869,2389,18.4911,18.2446,2028,2288,0.8741,2.0979
2026-03-19,2436,24,336,0.9852,13.7931,7.14,18.7629,15.1753,2425,11.7891,11.457,2409,12.9979,10.566,2385,15.7065,14.9188,2031,2288,0.5682,16.4773
2026-03-20,2434,110,30,4.5193,1.2325,366.68,27.1452,22.5248,2424,16.3968,16.1063,2409,15.3943,13.6326,2384,16.0433,15.6496,2032,2287,0.8745,11.0188
2026-03-23,2441,8,1111,0.3277,45.5141,0.72,7.8221,6.4224,2429,7.1636,6.2112,2415,9.2127,7.1189,2388,12.5613,12.0216,2038,2289,0.6116,37.9205
2026-03-24,2441,326,39,13.3552,1.5977,835.9,19.1358,16.5844,2430,12.6294,11.8012,2415,12.2697,10.3015,2388,14.4188,13.9284,2039,2289,0.7864,9.917
2026-03-25,2440,235,25,9.6311,1.0246,939.99,43.7911,38.8569,2432,21.4818,20.7781,2416,15.4941,13.861,2388,16.4953,15.7122,2043,2290,0.9607,4.3231
2026-03-27,2444,41,747,1.6776,30.5646,5.49,19.7698,16.1529,2433,13.5762,12.293,2416,12.2278,10.6784,2388,14.3625,14.1182,2047,2290,1.0917,26.5066
2026-03-30,2450,37,881,1.5102,35.9592,4.2,10.6601,9.6351,2439,9.455,8.5054,2422,10.5263,8.8555,2394,12.3842,11.9454,2051,2293,0.8722,41.7793
2026-04-01,2449,1311,8,53.5321,0.3267,16385.71,43.6244,43.8704,2439,23.8449,21.0396,2424,14.7808,14.0292,2395,14.7589,15.1486,2053,2293,1.0031,0.6978
2026-04-02,2453,240,31,9.7839,1.2638,774.17,54.6945,53.2595,2439,32.7565,29.3778,2427,16.2636,15.7214,2398,14.5012,14.6959,2055,2295,1.0893,1.22
2026-04-06,2455,290,13,11.8126,0.5295,2230.9,80.0,74.7131,2440,46.3344,42.71,2428,20.0917,19.8416,2399,15.8074,16.3424,2056,2297,1.0448,0.7401
2026-04-07,2455,176,14,7.169,0.5703,1257.06,83.1148,76.4344,2440,54.9609,50.3911,2429,23.6667,23.7917,2400,16.9582,16.7638,2058,2299,1.3484,0.5655
2026-04-08,2453,1027,16,41.8671,0.6523,6418.38,95.123,94.0984,2440,88.3443,87.1087,2428,41.3678,45.8716,2398,20.7382,21.7581,2059,2298,1.7842,0.3046
2026-04-09,2453,121,38,4.9327,1.5491,318.42,94.2213,92.2541,2440,86.2794,83.56,2427,42.5354,45.4545,2398,20.8637,21.5429,2061,2298,2.0453,0.3046
2026-04-10,2454,284,9,11.5729,0.3667,3155.96,96.146,95.244,2439,92.2982,89.3328,2428,56.7139,60.5088,2398,23.8488,25.4968,2063,2301,2.9552,0.2173
2026-04-13,2458,117,55,4.76,2.2376,212.73,94.4376,91.2065,2445,91.1221,86.231,2433,52.875,56.4167,2400,23.632,25.2785,2065,2303,2.3882,0.2171
2026-04-15,2457,440,9,17.908,0.3663,4888.89,97.3437,96.2403,2447,95.8898,93.9581,2433,69.6123,75.4064,2399,28.0904,30.5916,2079,2306,3.686,0.1301
2026-04-16,2456,156,17,6.3518,0.6922,917.62,95.9526,95.7073,2446,96.0132,93.9992,2433,74.4787,78.8574,2398,29.9038,32.3077,2080,2306,3.9029,0.1301
2026-04-17,2404,202,9,8.4027,0.3744,2244.31,96.372,96.9141,2398,96.8094,95.7599,2382,79.0123,84.1209,2349,32.9746,36.3992,2044,2260,4.646,0.1327
2026-04-20,2504,103,68,4.1134,2.7157,151.47,91.1287,92.2532,2401,96.0554,93.3277,2383,75.9677,79.8384,2351,32.472,35.6412,2051,2262,3.3156,0.3095
2026-04-21,2507,136,40,5.4248,1.5955,340.01,88.8287,91.6632,2399,95.8456,92.992,2383,81.0983,82.2052,2349,34.4878,38.0,2050,2263,3.6677,0.4419
2026-04-22,2502,151,28,6.0352,1.1191,539.29,85.213,90.1003,2394,95.7948,91.8839,2378,81.058,82.9352,2344,35.826,39.6383,2046,2260,4.6018,0.2655
2026-04-23,2496,108,45,4.3269,1.8029,240.0,72.3315,81.1218,2389,94.5263,87.7053,2375,76.6994,78.1103,2339,34.9486,37.9344,2043,2255,3.1486,0.133
2026-04-24,2487,46,123,1.8496,4.9457,37.4,45.9505,58.4138,2383,88.5606,77.2478,2369,70.21,68.6241,2333,32.4841,34.5909,2041,2251,2.1324,0.6664
2026-04-27,2484,268,15,10.789,0.6039,1786.55,63.388,77.6377,2379,91.6667,86.4213,2364,77.7921,76.4605,2328,36.0118,38.8045,2041,2250,4.0444,0.3111
2026-04-28,2480,99,32,3.9919,1.2903,309.38,54.5914,69.2081,2374,87.4312,79.9831,2363,76.3972,73.6028,2326,36.7777,38.8345,2042,2249,3.735,0.2223
2026-04-29,2476,89,40,3.5945,1.6155,222.5,52.7625,67.8617,2371,85.1397,79.8052,2362,77.7012,73.913,2323,36.1452,38.4993,2039,2249,3.7795,0.2223
2026-04-30,2456,53,53,2.158,2.158,100.0,40.6715,55.1211,2353,77.3038,74.4454,2344,75.5748,70.1952,2305,35.2564,38.0178,2028,2233,2.5078,0.4478
2026-05-01,367,0,0,0.0,0.0,,45.2316,56.6757,367,72.4796,70.5722,367,75.2044,68.9373,367,42.0,44.8571,350,365,3.0137,0.5479
2026-05-04,2459,204,36,8.2961,1.464,566.67,52.982,66.3807,2448,77.4372,78.0758,2349,78.7787,73.1485,2309,38.1469,40.759,2029,2236,4.2039,0.4025
2026-05-05,400,11,9,2.75,2.25,122.22,54.25,62.25,400,71.0,72.5,400,76.75,71.25,400,42.7083,46.6146,384,398,6.2814,0.0
2026-05-06,2453,214,20,8.724,0.8153,1070.04,71.0139,77.8005,2446,81.9267,85.2941,2346,85.0694,81.2066,2304,42.8501,44.7732,2028,2232,6.138,0.3136
2026-05-07,2454,229,11,9.3317,0.4482,2082.04,78.8485,83.0543,2449,84.9105,88.0648,2346,87.5976,84.3886,2306,46.0364,47.9567,2031,2234,7.7887,0.0895
2026-05-08,2450,135,47,5.5102,1.9184,287.23,74.1817,75.9002,2444,78.7698,83.7676,2341,86.1051,81.98,2303,46.1045,48.2742,2028,2232,5.4211,0.0896
2026-05-11,2453,78,150,3.1798,6.115,52.0,52.1242,51.0212,2448,63.3219,69.0009,2342,80.9544,73.2755,2305,42.4347,43.6175,2029,2234,3.2677,0.3133
2026-05-12,2443,32,534,1.3099,21.8584,5.99,25.0513,23.6572,2439,36.6125,40.633,2338,69.7391,56.9565,2300,34.515,35.4013,2031,2231,1.1654,1.3447
2026-05-13,2437,157,50,6.4423,2.0517,314.0,29.0999,30.4562,2433,39.2535,45.6027,2331,72.874,58.4387,2293,36.1084,36.8966,2030,2225,2.2022,1.3483
2026-05-14,2433,92,44,3.7813,1.8085,209.08,30.313,33.8138,2428,39.08,47.5064,2326,73.0568,58.3406,2290,37.2597,37.4569,2029,2224,3.0576,1.0342
2026-05-15,2424,68,94,2.8053,3.8779,72.34,26.0223,29.8224,2421,34.8857,42.4752,2319,71.4849,55.9352,2283,35.919,36.0178,2024,2223,2.5641,0.7647
2026-05-18,2422,65,151,2.6837,6.2345,43.05,19.1736,22.314,2420,26.6293,31.8084,2317,63.5846,46.2314,2282,32.7569,33.3992,2024,2224,2.2032,1.1691
2026-05-19,2463,144,22,5.8465,0.8932,654.56,26.1276,33.1166,2461,33.9191,40.2942,2447,67.1828,50.4086,2325,34.2272,35.2511,2051,2261,2.521,1.0615
2026-05-20,2462,104,36,4.2242,1.4622,288.89,30.638,36.2048,2461,35.0183,42.8863,2453,67.2251,50.7302,2328,34.4055,35.3801,2052,2264,2.606,1.0159
2026-05-21,2461,131,32,5.323,1.3003,409.37,41.5685,44.6973,2461,38.907,46.8189,2452,68.844,53.6743,2327,35.3801,36.4035,2052,2267,3.573,0.7499
2026-05-22,2462,86,56,3.4931,2.2746,153.57,50.5285,48.6992,2460,40.2608,48.8998,2454,69.7724,54.3152,2329,36.0448,36.9703,2053,2266,2.6037,0.9267
2026-05-25,2466,188,40,7.6237,1.6221,469.99,66.8021,63.3076,2461,52.6895,61.3284,2454,75.988,61.8127,2328,39.4161,40.6326,2055,2266,3.8835,0.3972
2026-05-26,2465,112,59,4.5436,2.3935,189.83,64.2131,60.7971,2459,53.5263,60.2935,2453,74.8065,60.963,2326,39.9221,41.1879,2054,2275,4.2637,0.6593
2026-05-27,2463,152,52,6.1713,2.1112,292.31,66.0562,60.7245,2457,55.814,61.0771,2451,75.5269,61.8925,2325,41.1765,42.1001,2057,2274,5.8927,0.6596
2026-05-28,400,0,0,0.0,0.0,,67.25,60.25,400,52.75,60.25,400,72.0,64.0,400,47.1503,49.7409,386,400,5.25,0.25
2026-05-29,2461,109,157,4.4291,6.3795,69.43,50.489,42.8688,2454,44.2583,49.0396,2447,69.1613,55.0538,2325,38.5326,38.3868,2058,2272,3.081,1.7606
2026-06-01,2462,87,184,3.5337,7.4736,47.28,35.6415,31.0794,2455,34.1224,37.7959,2450,61.8393,48.2596,2327,36.3769,36.2797,2059,2274,2.5066,1.5391
